known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['optimization', 'arrays']",boolean,recursion,memory-management,hash,substring
"['artificial-intelligence', 'optimization']",heuristics,graph-theory,boolean-logic,combinatorics,probability
['tail-recursion'],boolean-expression,boolean-operations,hash-collision,stability,mathematical-optimization
"['boolean', 'artificial-intelligence', 'heuristics', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'binary-tree', 'b-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'queue', 'recursion', 'binary-search', 'sorting', 'linked-list', 'list']",string-substitution,singly-linked-list,matrix-multiplication,shortest-path,set-theory
['arrays'],algorithm,optimization,list,sorting,data-structures
"['algorithm', 'string', 'recursion', 'sorting', 'linked-list']",tree,stack,substring,queue,set
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'greatest-common-divisor', 'set', 'sorting', 'list']",sparse-array,recursive-datastructures,stability,lifo,selection-sort
"['np-hard', 'algorithm', 'optimization', 'string', 'arrays', 'traveling-salesman', 'memory-management', 'sorting', 'linked-list']",knapsack-problem,adjacency-matrix,clique,np,bellman-ford
"['data-structures', 'memory-management']",hashmap,hashtable,tree,hash,boolean
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['boolean', 'algorithm', 'hashcode', 'huffman-code', 'string', 'hashmap', 'data-structures', 'arrays', 'memory-management', 'big-o']",doubly-linked-list,selection-sort,matrix-multiplication,non-deterministic,bubble-sort
"['algorithm', 'string', 'graph-algorithm']",directed-acyclic-graphs,traveling-salesman,greedy,knapsack-problem,shortest-path
[],algorithm,string,arrays,optimization,probability
"['string', 'memory-management']",hash,hashtable,recursion,stack,hashmap
"['string', 'hash', 'tree', 'multidimensional-array', 'arrays', 'partitioning', 'recursion']",code-complexity,fifo,heuristics,shortest-path,greedy
['queue'],graph,string-comparison,string-matching,artificial-intelligence,hashset
"['algorithm', 'string', 'arrays']",optimization,sorting,data-structures,substring,hash
"['hashcode', 'string', 'memory-management', 'linked-list']",tree,binary-search,quicksort,queue,boolean-expression
['memory-management'],hash,recursion,boolean,multidimensional-array,queue
"['np-complete', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-matching', 'hash', 'b-tree', 'tree', 'data-structures', 'graph', 'heap-memory', 'stack', 'memory-management', 'fifo', 'stack-memory', 'partitioning', 'recursion', 'set']",string-substitution,set-theory,sparse-array,greedy,matrix-multiplication
"['algorithm', 'string', 'arrays']",optimization,sorting,data-structures,recursion,hash
['arrays'],algorithm,optimization,sorting,list,data-structures
"['string', 'hashmap']",hashtable,tree,stack,linked-list,queue
"['algorithm', 'optimization', 'string', 'hashmap', 'breadth-first-search', 'data-structures', 'arrays', 'matrix-multiplication', 'adjacency-list', 'graph', 'heap-memory', 'stack', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",minimax,sparse-array,enqueue,consistent-hashing,string-algorithm
[],algorithm,string,arrays,optimization,data-structures
"['hashmap', 'sorting']",hashtable,hashcode,multidimensional-array,tree,queue
"['boolean', 'algorithm', 'optimization']",tree,queue,graph,hashtable,multidimensional-array
"['algorithm', 'set', 'sorting']",queue,string-concatenation,string-comparison,hashcode,stack
"['algorithm', 'string', 'arrays', 'priority-queue', 'memory-management', 'code-complexity']",matrix-multiplication,greedy,stability,sparse-array,set-theory
"['proof', 'probability', 'complexity-theory', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'graph', 'memory-management', 'queue', 'dynamic-programming', 'divide-and-conquer', 'quicksort', 'combinatorics', 'binary-search', 'linked-list', 'list']",backtracking,recursive-datastructures,treenode,minimax,stability
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
['optimization'],recursion,memory-management,hash,substring,boolean
"['boolean', 'memory-management', 'heapalloc']",sparse-array,linear-search,consistent-hashing,planar-graph,minimax
['string'],arrays,algorithm,optimization,list,sorting
"['boolean', 'algorithm', 'optimization', 'hashcode', 'consistent-hashing', 'hashtable', 'hashset', 'string', 'hash', 'hashmap', 'tree', 'data-structures', 'arrays', 'priority-queue', 'partitioning', 'recursion', 'set', 'binary-search', 'sorting', 'linked-list', 'list']",lifo,tree-search,longest-substring,amortized-analysis,proof-of-correctness
[],algorithm,string,arrays,optimization,graph
"['hashcode', 'string', 'data-structures', 'recursion', 'list']",string-matching,boolean-expression,string-comparison,hashset,boolean-logic
"['algorithm', 'string']",optimization,data-structures,sorting,tree,memory-management
"['optimization', 'substring', 'string', 'list']",boolean-logic,string-matching,stack,boolean-expression,fibonacci
"['algorithm', 'substring', 'multidimensional-array', 'arrays', 'memory-management', 'list']",string-concatenation,stack,graph,string-matching,queue
"['algorithm', 'string', 'binary-search-tree', 'binary-tree', 'doubly-linked-list', 'tree', 'linked-list', 'set-operations']",treenode,selection-sort,array-algorithms,linear-search,consistent-hashing
"['string', 'arrays', 'heap-memory', 'list']",hashtable,stack-memory,stack,binary-tree,hashmap
"['artificial-intelligence', 'algorithm', 'string', 'hashmap', 'arrays', 'stack', 'big-o', 'time-complexity', 'recursion', 'sorting', 'list']",binary-tree,priority-queue,quicksort,binary-search-tree,huffman-code
"['arrays', 'time-complexity', 'sorting']",binary-tree,big-o,complexity-theory,artificial-intelligence,linked-list
"['string', 'list']",algorithm,optimization,sorting,data-structures,hash
['arrays'],optimization,list,algorithm,hash,memory-management
"['string', 'hash', 'data-structures', 'arrays', 'graph', 'sorting']",artificial-intelligence,boolean-logic,heuristics,probability,string-matching
"['np-complete', 'complexity-theory', 'algorithm', 'optimization', 'multidimensional-array', 'arrays', 'memory-management', 'dynamic-allocation', 'time-complexity', 'recursion']",set-intersection,dynamic-programming,knapsack-problem,divide-and-conquer,radix-sort
"['multidimensional-array', 'arrays', 'sorting']",queue,string-concatenation,set,stack,hashcode
['queue'],graph,string-comparison,artificial-intelligence,hashset,string-matching
"['boolean', 'algorithm', 'optimization', 'hash', 'binary-tree', 'data-structures', 'arrays', 'list']",graph-theory,priority-queue,binary-search-tree,combinatorics,quicksort
"['optimization', 'string-substitution', 'substring', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'partitioning', 'recursion', 'set', 'list']",string-algorithm,amortized-analysis,lexicographic-ordering,proof-of-correctness,heap-table
"['binary-tree', 'tree']",priority-queue,bubble-sort,boolean-logic,binary-search-tree,quicksort
['algorithm'],optimization,sorting,hash,recursion,data-structures
"['algorithm', 'hashtable', 'data-structures', 'arrays']",tree,probability,linked-list,boolean-expression,code-complexity
"['algorithm', 'sorting']",optimization,data-structures,memory-management,recursion,tree
['heap-memory'],binary-tree,hashtable,complexity-theory,graph,tree
['algorithm'],optimization,memory-management,sorting,data-structures,recursion
"['proof', 'complexity-theory', 'boolean-logic', 'boolean', 'subset-sum', 'algorithm', 'optimization', 'hashcode', 'substring', 'string', 'hash', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'dynamic-programming', 'big-o', 'fibonacci', 'combinatorics', 'sorting']",amortized-analysis,minimax,string-algorithm,backtracking,divide-and-conquer
['artificial-intelligence'],heuristics,graph-theory,boolean-logic,combinatorics,shortest-path
"['optimization', 'hashmap', 'arrays', 'sorting', 'list']",hashtable,stack,tree,linked-list,queue
"['algorithm', 'graph', 'big-o']",artificial-intelligence,heuristics,boolean-logic,probability,np-complete
"['artificial-intelligence', 'optimization', 'string']",heuristics,graph-theory,shortest-path,np-complete,code-complexity
"['complexity-theory', 'boolean', 'artificial-intelligence', 'algorithm', 'string', 'arrays', 'list']",boolean-logic,heuristics,graph-theory,fibonacci,combinatorics
['string'],algorithm,optimization,arrays,list,sorting
"['complexity-theory', 'algorithm', 'optimization', 'hashtable', 'string', 'hashmap', 'binary-search-tree', 'binary-tree', 'red-black-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'matrix-multiplication', 'directed-graph', 'priority-queue', 'memory-management', 'lifo', 'code-complexity', 'tail-recursion', 'recursion', 'set', 'binary-search', 'sorting', 'linked-list', 'list']",tree-search,automata-theory,master-theorem,enqueue,dependency-graph
"['algorithm', 'string']",optimization,sorting,data-structures,recursion,boolean
"['algorithm', 'tree', 'graph']",artificial-intelligence,graph-theory,heuristics,combinatorics,code-complexity
"['optimization', 'graph']",artificial-intelligence,heuristics,boolean-logic,graph-theory,code-complexity
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['string', 'arrays']",algorithm,optimization,list,sorting,hash
"['memory-management', 'sorting', 'list']",hash,hashtable,hashmap,recursion,tree
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'algorithm', 'optimization', 'substring', 'string', 'multidimensional-array', 'arrays', 'graph', 'heap-memory', 'tail-recursion', 'recursion', 'list']",hash-collision,artificial-intelligence,hashset,mathematical-optimization,string-comparison
['optimization'],recursion,memory-management,substring,boolean,hash
[],algorithm,string,arrays,optimization,data-structures
"['string', 'priority-queue', 'queue']",fifo,singly-linked-list,binary-search-tree,huffman-code,partitioning
"['algorithm', 'recursion']",multidimensional-array,stack,substring,string-concatenation,boolean
"['hash', 'data-structures', 'recursion', 'set']",queue,stack,tree,substring,string-concatenation
"['algorithm', 'optimization', 'string', 'tree', 'memory-management']",partitioning,probability,queue,priority-queue,graph-theory
"['string', 'hash']",recursion,string-concatenation,multidimensional-array,substring,boolean
"['artificial-intelligence', 'algorithm', 'optimization', 'data-structures', 'list']",graph-theory,heuristics,shortest-path,combinatorics,probability
"['string', 'hash', 'longest-substring', 'arrays', 'recursion', 'set', 'sorting', 'list']",towers-of-hanoi,set-union,dependency-graph,array-multisort,enqueue
['arrays'],memory-management,algorithm,optimization,list,data-structures
['list'],algorithm,optimization,sorting,data-structures,hash
"['algorithm', 'optimization', 'memory-management']",hash,boolean,recursion,hashtable,substring
"['algorithm', 'list']",optimization,data-structures,sorting,memory-management,recursion
['arrays'],optimization,algorithm,list,sorting,recursion
['string'],arrays,algorithm,optimization,list,sorting
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'optimization', 'set']",stack,queue,tree,substring,string-concatenation
['string'],arrays,algorithm,optimization,list,sorting
"['algorithm', 'string', 'arrays', 'list']",optimization,sorting,data-structures,hash,recursion
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'multidimensional-array', 'arrays', 'big-o', 'sorting', 'list']",substring,boolean-logic,fibonacci,boolean-expression,stack
"['boolean-logic', 'boolean', 'non-deterministic', 'algorithm', 'optimization', 'string', 'hash', 'binary-tree', 'data-structures', 'arrays', 'linked-list', 'list']",set-theory,insertion-sort,set-intersection,doubly-linked-list,divide-and-conquer
['sorting'],optimization,data-structures,recursion,memory-management,multidimensional-array
"['optimization', 'heap-memory', 'stack']",boolean-logic,tree,binary-tree,priority-queue,hashcode
"['boolean', 'optimization', 'string', 'data-structures', 'arrays', 'list']",queue,tree,multidimensional-array,hashtable,hashmap
"['optimization', 'string', 'arrays', 'sorting', 'list']",hash,recursion,memory-management,substring,boolean
"['algorithm', 'optimization', 'list']",recursion,hash,boolean,memory-management,substring
"['boolean-logic', 'boolean', 'subset-sum', 'turing-complete', 'backtracking', 'formal-languages', 'algorithm', 'optimization', 'automata-theory', 'substring', 'string-comparison', 'huffman-code', 'string', 'hash', 'breadth-first-search', 'tree-traversal', 'binary-search-tree', 'binary-tree', 'doubly-linked-list', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'matrix-multiplication', 'dijkstra', 'graph-algorithm', 'graph-theory', 'graph', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'queue', 'dynamic-arrays', 'fibonacci', 'recursion', 'set', 'mergesort', 'binary-search', 'sorting', 'linked-list', 'list']",tree-search,enqueue,lifo,master-theorem,dependency-graph
"['complexity-theory', 'artificial-intelligence', 'np-hard', 'algorithm', 'string', 'binary-search-tree', 'directed-graph', 'graph-theory', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'dynamic-programming', 'set', 'list']",adjacency-matrix,np,knapsack-problem,selection-sort,minimax
['recursion'],set,multidimensional-array,stack,queue,string-concatenation
['boolean'],queue,graph,tree,multidimensional-array,hashtable
"['algorithm', 'optimization', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'recursion', 'set']",stack,binary-tree,hashset,binary-search,hashcode
"['string', 'arrays', 'tail-recursion', 'quicksort']",turing-complete,mergesort,b-tree,probability,np-complete
['string'],algorithm,arrays,optimization,list,data-structures
"['probability', 'np-complete', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'array-merge', 'arrays', 'memory-management', 'linked-list']",hash-function,adjacency-list,set-theory,backtracking,string-algorithm
['string'],algorithm,arrays,optimization,list,sorting
['memory-management'],hash,hashtable,recursion,hashmap,boolean
[],algorithm,string,arrays,optimization,data-structures
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'substring', 'string', 'hash', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'stack', 'memory-management', 'big-o', 'time-complexity', 'recursion', 'heaps-algorithm', 'sorting', 'list', 'set-theory']",master-theorem,proof-of-correctness,array-multisort,ford-fulkerson,double-hashing
[],algorithm,string,arrays,optimization,tail-recursion
"['stack', 'list']",queue,string-matching,hashcode,boolean-logic,tree
"['boolean-expression', 'algorithm', 'arrays']",code-complexity,heuristics,stability,partitioning,fifo
"['algorithm', 'string', 'arrays', 'memory-management', 'greatest-common-divisor']",sparse-array,set-intersection,insertion-sort,selection-sort,string-algorithm
['data-structures'],optimization,memory-management,tree,boolean,recursion
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-concatenation', 'string-substitution', 'substring', 'string-comparison', 'string', 'hash', 'tree-traversal', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'fifo', 'heap', 'queue', 'enqueue', 'partitioning', 'time-complexity', 'recursion', 'set', 'quicksort', 'sorting', 'list']",master-theorem,tree-search,automata-theory,lifo,dependency-graph
"['string', 'sorting']",optimization,data-structures,boolean,recursion,hash
"['complexity-theory', 'boolean', 'algorithm', 'string', 'hash', 'data-structures', 'arrays', 'recursion', 'set', 'sorting']",queue,substring,string-concatenation,stack,fibonacci
"['string', 'hash']",recursion,substring,string-concatenation,boolean,multidimensional-array
"['np-hard', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'multidimensional-array', 'traveling-salesman', 'heap-memory', 'stack', 'memory-management', 'fifo', 'linked-list', 'list', 'singly-linked-list']",selection-sort,consistent-hashing,sparse-array,rabin-karp,lifo
['hash'],recursion,boolean,multidimensional-array,substring,string-concatenation
"['artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'tree', 'data-structures', 'multidimensional-array', 'memory-management', 'linear-search', 'binary-search', 'sorting', 'list']",array-algorithms,string-algorithm,consistent-hashing,adjacency-matrix,multiway-tree
"['proof', 'probability', 'finite-automata', 'np-complete', 'complexity-theory', 'boolean-logic', 'boolean', 'artificial-intelligence', 'boolean-operations', 'p-np', 'turing-machines', 'turing-complete', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'matrix-multiplication', 'a-star', 'graph', 'path-finding', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'heap', 'big-o', 'tail-recursion', 'time-complexity', 'recursion', 'set', 'quicksort', 'binary-search', 'sorting', 'linked-list', 'list']",backtracking,set-theory,minimax,adjacency-list,stability
"['proof', 'complexity-theory', 'boolean', 'algorithm', 'string', 'hash', 'binary-search-tree', 'binary-tree', 'b-tree', 'treenode', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'big-o', 'time-complexity', 'recursion', 'quicksort', 'mergesort', 'sorting', 'insertion-sort', 'list']",minimax,string-algorithm,knapsack-problem,amortized-analysis,set-intersection
"['optimization', 'arrays', 'heap-memory', 'memory-management', 'recursion', 'sorting']",hashtable,binary-tree,stack,stack-memory,multidimensional-array
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'hash', 'data-structures', 'arrays', 'list']",recursion,stack,multidimensional-array,boolean,hashtable
"['probability', 'np-complete', 'mathematical-optimization', 'linear-programming', 'complexity-theory', 'boolean', 'np-hard', 'algorithm', 'optimization', 'hashset', 'string', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'directed-graph', 'graph-theory', 'graph', 'traveling-salesman', 'priority-queue', 'heap-memory', 'memory-management', 'big-o', 'recursion', 'greatest-common-divisor', 'sorting', 'linked-list']",knapsack-problem,minimax,np,set-intersection,recursive-datastructures
"['optimization', 'recursion']",set,boolean,multidimensional-array,queue,stack
"['hash', 'arrays']",recursion,multidimensional-array,boolean,stack,set
"['complexity-theory', 'algorithm', 'optimization', 'string']",artificial-intelligence,heuristics,binary-tree,np-complete,tree
"['algorithm', 'substring', 'hashtable', 'data-structures', 'multidimensional-array', 'arrays', 'sorting']",stack,boolean-logic,queue,string-concatenation,tree
['string'],algorithm,arrays,optimization,list,data-structures
['arrays'],algorithm,memory-management,optimization,list,data-structures
"['algorithm', 'string']",optimization,sorting,data-structures,hash,recursion
"['algorithm', 'optimization', 'substring', 'string', 'hash', 'arrays', 'stack', 'sorting']",boolean-logic,tree,hashcode,string-matching,fibonacci
"['substring', 'string', 'hash', 'arrays', 'memory-management', 'sorting']",boolean-logic,stack,string-matching,string-concatenation,fibonacci
"['algorithm', 'recursion']",boolean,multidimensional-array,stack,queue,substring
['arrays'],algorithm,optimization,list,sorting,data-structures
"['optimization', 'data-structures']",memory-management,boolean,hash,hashtable,substring
"['string', 'arrays', 'tail-recursion', 'recursion', 'list']",probability,mathematical-optimization,np-complete,hash-collision,backtracking
['list'],algorithm,optimization,recursion,sorting,data-structures
"['algorithm', 'optimization', 'string', 'arrays']",hash,memory-management,recursion,substring,boolean
"['algorithm', 'optimization', 'string', 'memory-management']",hash,recursion,hashtable,linked-list,boolean
['algorithm'],optimization,data-structures,sorting,memory-management,tree
[],algorithm,string,arrays,optimization,data-structures
['algorithm'],optimization,data-structures,sorting,tree,recursion
['stack'],queue,hashcode,boolean-logic,tree,string-matching
['data-structures'],optimization,memory-management,complexity-theory,hash,recursion
"['complexity-theory', 'boolean-logic', 'boolean', 'non-deterministic', 'turing-machines', 'turing-complete', 'boolean-expression', 'algorithm', 'optimization', 'computability', 'substring', 'hashtable', 'string', 'hash', 'longest-substring', 'hashmap', 'recursive-datastructures', 'doubly-linked-list', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'priority-queue', 'stack', 'memory-management', 'fifo', 'queue', 'time-complexity', 'fibonacci', 'recursion', 'set', 'sorting', 'linked-list', 'list']",planar-graph,towers-of-hanoi,amortized-analysis,array-multisort,set-union
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'string', 'data-structures', 'arrays', 'memory-management', 'big-o', 'fibonacci', 'linked-list']",bubble-sort,fifo,priority-queue,heap,boolean-logic
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-concatenation', 'hashcode', 'hash-collision', 'substring', 'hashtable', 'string-comparison', 'hashset', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'graph-algorithm', 'graph-theory', 'priority-queue', 'stack', 'memory-management', 'queue', 'recursion', 'set', 'bubble-sort', 'sorting', 'linked-list', 'list', 'singly-linked-list']",matrix-multiplication,doubly-linked-list,string-substitution,backtracking,asymptotic-complexity
"['optimization', 'binary-tree', 'data-structures', 'arrays', 'recursion', 'list']",quicksort,bubble-sort,priority-queue,mergesort,heap
"['string', 'greedy']",traveling-salesman,directed-acyclic-graphs,sparse-array,minimax,recursive-datastructures
"['multidimensional-array', 'binary-search']",boolean-expression,matrix-multiplication,stability,finite-automata,heuristics
['string'],arrays,algorithm,optimization,hash,list
[],algorithm,string,arrays,optimization,data-structures
['list'],algorithm,optimization,sorting,data-structures,recursion
"['algorithm', 'dijkstra', 'shortest-path']",minimax,greedy,traveling-salesman,directed-acyclic-graphs,recursive-datastructures
"['algorithm', 'optimization', 'substring', 'string-comparison', 'string', 'data-structures', 'arrays', 'dynamic-programming', 'recursion', 'sorting', 'list']",set-theory,linear-programming,subset-sum,backtracking,heuristics
['optimization'],recursion,memory-management,hash,substring,boolean
['arrays'],algorithm,optimization,list,sorting,data-structures
['graph'],artificial-intelligence,graph-theory,code-complexity,heuristics,combinatorics
[],algorithm,string,arrays,optimization,probability
"['algorithm', 'string', 'b-tree', 'data-structures', 'memory-management', 'list']",stability,sparse-array,matrix-multiplication,non-deterministic,set-theory
[],algorithm,string,arrays,optimization,data-structures
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['optimization', 'string', 'arrays', 'list']",hash,recursion,boolean,substring,memory-management
"['string', 'data-structures', 'arrays', 'graph', 'sorting', 'list']",artificial-intelligence,boolean-logic,heuristics,probability,string-comparison
"['optimization', 'arrays', 'list']",hash,recursion,memory-management,substring,boolean
"['string', 'data-structures', 'arrays']",optimization,memory-management,recursion,boolean,hash
['hash'],recursion,multidimensional-array,string-concatenation,boolean,queue
['optimization'],memory-management,hash,recursion,linked-list,hashtable
"['algorithm', 'hashcode', 'string', 'hashmap', 'binary-tree', 'tree', 'arrays', 'heap-memory', 'memory-management', 'recursion', 'binary-search']",priority-queue,matrix-multiplication,boolean-logic,binary-search-tree,boolean-expression
"['algorithm', 'optimization', 'string', 'arrays', 'list']",recursion,hash,boolean,memory-management,substring
[],algorithm,string,arrays,optimization,data-structures
['arrays'],algorithm,optimization,data-structures,list,sorting
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'arrays', 'big-o']",complexity-theory,artificial-intelligence,tree,binary-tree,boolean-logic
"['algorithm', 'big-o']",artificial-intelligence,complexity-theory,tree,boolean,substring
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'arrays', 'sorting', 'linked-list']",tree,queue,substring,set,stack
['optimization'],memory-management,hash,hashtable,boolean,recursion
"['turing-machines', 'halting-problem', 'partitioning']",sparse-array,code-complexity,recursive-datastructures,traveling-salesman,dijkstra
['string'],arrays,algorithm,optimization,list,sorting
['memory-management'],hashtable,recursion,hash,boolean,linked-list
"['heap-memory', 'stack', 'memory-management']",binary-tree,priority-queue,tree,hashset,mergesort
"['artificial-intelligence', 'algorithm', 'string', 'arrays', 'graph-theory', 'graph', 'fifo', 'recursion', 'list']",code-complexity,greedy,heuristics,shortest-path,bubble-sort
"['complexity-theory', 'big-o']",tree,substring,artificial-intelligence,binary-tree,linked-list
"['artificial-intelligence', 'algorithm', 'hash', 'arrays', 'recursion', 'sorting']",boolean-logic,heuristics,graph-theory,probability,code-complexity
"['algorithm', 'string', 'arrays', 'big-o']",complexity-theory,binary-tree,tree,linked-list,artificial-intelligence
['algorithm'],optimization,data-structures,memory-management,sorting,tree
['arrays'],algorithm,optimization,list,sorting,substring
"['probability', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'string', 'data-structures', 'arrays', 'dijkstra', 'graph-theory', 'shortest-path', 'memory-management', 'sorting', 'list']",minimax,greedy,backtracking,directed-acyclic-graphs,recursive-datastructures
['algorithm'],optimization,sorting,data-structures,memory-management,recursion
[],algorithm,string,arrays,optimization,data-structures
"['probability', 'complexity-theory', 'boolean-logic', 'boolean', 'backtracking', 'algorithm', 'optimization', 'computability', 'hashcode', 'hash-collision', 'hashtable', 'string-comparison', 'hashset', 'string', 'hash', 'hashmap', 'binary-search-tree', 'binary-tree', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'dijkstra', 'graph-algorithm', 'graph-theory', 'graph', 'path-finding', 'priority-queue', 'stack', 'memory-management', 'dynamic-programming', 'big-o', 'time-complexity', 'fibonacci', 'recursion', 'set', 'quicksort', 'mergesort', 'combinatorics', 'binary-search', 'bubble-sort', 'sorting', 'linked-list', 'list']",linear-search,recursive-datastructures,adjacency-matrix,heapalloc,array-algorithms
"['algorithm', 'list']",optimization,sorting,data-structures,tree,memory-management
"['boolean', 'optimization', 'string', 'hash']",substring,queue,hashtable,multidimensional-array,tree
"['boolean', 'algorithm', 'optimization', 'string', 'set', 'list']",queue,stack,string-concatenation,hashcode,graph
"['algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'arrays', 'graph', 'time-complexity', 'recursion']",binary-search,binary-tree,artificial-intelligence,fifo,quicksort
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['turing-machines', 'halting-problem', 'algorithm', 'optimization', 'substring', 'hashtable', 'string-comparison', 'huffman-code', 'string', 'hash', 'hashmap', 'binary-search-tree', 'doubly-linked-list', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'heap', 'dynamic-arrays', 'big-o', 'partitioning', 'time-complexity', 'fibonacci', 'recursion', 'quicksort', 'sorting', 'linked-list', 'list', 'singly-linked-list']",selection-sort,insertion-sort,sparse-array,rabin-karp,greatest-common-divisor
"['np-complete', 'boolean', 'algorithm', 'optimization', 'hash', 'breadth-first-search', 'sparse-matrix', 'list']",knapsack-problem,adjacency-list,minimax,treenode,subset-sum
"['boolean-expression', 'algorithm', 'optimization', 'string', 'tree', 'multidimensional-array', 'arrays', 'dynamic-programming']",proof,sparse-matrix,set-theory,dynamic-arrays,heuristics
"['artificial-intelligence', 'optimization', 'string', 'data-structures', 'arrays', 'queue', 'recursion']",graph-theory,code-complexity,probability,string-comparison,boolean-logic
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,probability
['optimization'],hash,recursion,memory-management,boolean,substring
['string'],arrays,algorithm,optimization,list,sorting
['set'],queue,stack,string-concatenation,graph,substring
['algorithm'],optimization,sorting,data-structures,substring,recursion
['graph'],artificial-intelligence,boolean-logic,graph-theory,string-matching,code-complexity
"['string', 'hashmap', 'arrays', 'memory-management', 'sorting']",hashtable,linked-list,tree,stack,substring
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'string', 'arrays', 'stack']",hashcode,string-matching,boolean-logic,boolean-expression,tree
"['data-structures', 'heap-memory', 'memory-management', 'stack-memory']",heap,binary-tree,mergesort,singly-linked-list,insertion-sort
"['proof', 'boolean', 'algorithm', 'string', 'arrays']",sparse-matrix,set-theory,b-tree,backtracking,stability
"['algorithm', 'optimization', 'string', 'hash', 'arrays', 'sorting', 'list']",recursion,boolean,multidimensional-array,substring,stack
"['optimization', 'string', 'arrays']",recursion,hash,graph,boolean,memory-management
"['boolean-logic', 'boolean', 'non-deterministic', 'turing-complete', 'boolean-algebra', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'variable-length-array', 'heap-memory', 'space-complexity', 'stack', 'memory-management', 'stack-memory', 'big-o', 'time-complexity', 'recursion', 'quicksort', 'mergesort', 'bubble-sort', 'sorting', 'insertion-sort', 'linked-list', 'list', 'singly-linked-list']",union-find,double-hashing,circular-queue,array-multisort,dependency-graph
"['algorithm', 'arrays', 'list']",optimization,sorting,data-structures,boolean,memory-management
"['optimization', 'string', 'stack', 'linked-list']",tree,binary-tree,boolean-logic,priority-queue,queue
['memory-management'],boolean,hashtable,hash,hashmap,recursion
['string'],arrays,algorithm,optimization,list,hash
[],algorithm,string,arrays,optimization,data-structures
['artificial-intelligence'],heuristics,graph-theory,combinatorics,boolean-logic,probability
"['algorithm', 'data-structures', 'tail-recursion', 'recursion', 'sorting', 'list']",probability,mathematical-optimization,backtracking,artificial-intelligence,graph
"['string', 'arrays']",algorithm,optimization,sorting,list,hash
['arrays'],algorithm,optimization,list,sorting,hash
"['string', 'arrays']",algorithm,optimization,sorting,list,data-structures
"['algorithm', 'binary-tree', 'data-structures', 'memory-management']",quicksort,bubble-sort,mergesort,heap,finite-automata
